FijiId;FirstPoint;LastPoint;Direction;Type;Class;UTurnAllowed;ZLvlFrom;ZLvlTo;CargoFrame;Exceptions;PartnerIds;BranchSysCode;CountrySysCode;RegionSysCode;DistrictSysCode;CitySysCode;CargoPassZoneSysCode;IsBlockedCar;IsBlockedCarAnyDirection;IsBlockedBicycle;IsBlockedBicycleAnyDirection;IsBlockedPedestrian;IsBlockedPedestrianAnyDirection;IsBlockedCargo;IsBlockedCargoAnyDirection;IsBlockedCargoOnlyAnyDirection;IsBlockedCargoOnly;IsBlockedCargoDoesNotBreakCargoCarcass;CargoMaximumPermissibleMass;IsSidewalk
145162792;4565791.86_2273310.88;4566066.34_2273222.22;1;0;3;True;0;0;False;;;229;164;70030076149053560;70030076486430538;-1;-1;False;False;False;False;False;False;False;False;False;False;False;;False
145162792;4566066.34_2273222.22;4565791.86_2273310.88;2;0;3;True;0;0;False;;;229;164;70030076149053560;70030076486430538;-1;-1;False;False;False;False;False;False;False;False;False;False;False;;False
145162791;4564495.39_2274513.8;4564635.92_2274035.91;1;0;3;True;0;0;False;;;229;164;70030076149053560;70030076486430538;-1;-1;False;False;False;False;False;False;False;False;False;False;False;;False
145162791;4564635.92_2274035.91;4564495.39_2274513.8;2;0;3;True;0;0;False;;;229;164;70030076149053560;70030076486430538;-1;-1;False;False;False;False;False;False;False;False;False;False;False;;False
145162790;4564490.61_2274618.27;4564495.39_2274513.8;1;0;3;True;0;0;False;;;229;164;70030076149053560;70030076486430538;-1;-1;False;False;False;False;False;False;False;False;False;False;False;;False
145162790;4564495.39_2274513.8;4564490.61_2274618.27;2;0;3;True;0;0;False;;;229;164;70030076149053560;70030076486430538;-1;-1;False;False;False;False;False;False;False;False;False;False;False;;False
145162789;4564393.86_2274514.99;4564495.39_2274513.8;1;0;3;True;0;0;False;;;229;164;70030076149053560;70030076486430538;-1;-1;False;False;False;False;False;False;False;False;False;False;False;;False
145162789;4564495.39_2274513.8;4564393.86_2274514.99;2;0;3;True;0;0;False;;;229;164;70030076149053560;70030076486430538;-1;-1;False;False;False;False;False;False;False;False;False;False;False;;False
145162788;4564611.24_2274535.17;4564598.25_2274531.58;1;0;3;True;0;0;False;;;229;164;70030076149053560;70030076486430538;-1;-1;False;False;False;False;False;False;False;False;False;False;False;;False
145162788;4564598.25_2274531.58;4564611.24_2274535.17;2;0;3;True;0;0;False;;;229;164;70030076149053560;70030076486430538;-1;-1;False;False;False;False;False;False;False;False;False;False;False;;False
